,FilmID,Tittel,Sjanger
2933,2985,"American Werewolf in London, An (1981)",Horror
2934,2986,Paulie (1998),Adventure|Children|Comedy
2935,2987,Muppets From Space (1999),Children's|Comedy
2936,2988,Michael (1996),Comedy|Romance
2937,2989,Bless the Child (2000),Thriller
2938,2990,Virus (1999),Horror|Sci-Fi
2939,2991,"Grifters, The (1990)",Crime|Drama|Film-Noir
2940,2992,"Incredible Journey, The (1963)",Adventure|Children
2941,2993,"Civil Action, A (1998)",Drama
2942,2994,"Apartment, The (1960)",Comedy|Drama
2943,2995,Kalifornia (1993),Drama|Thriller
2944,2996,Foreign Correspondent (1940),Thriller
2945,2997,"Man with Two Brains, The (1983)",Comedy
2946,2998,They Made Me a Criminal (1939),Crime|Drama
2947,2999,"Niagara, Niagara (1997)",Drama
2948,3000,Train Ride to Hollywood (1978),Comedy
2949,3001,Tales from the Hood (1995),Comedy|Horror
2950,3002,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
2951,3003,Sling Blade (1996),Drama|Thriller
2952,3004,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
2953,3005,"Very Natural Thing, A (1974)",Drama
2954,3006,"Paris, France (1993)",Comedy
2955,3007,Supergirl (1984),Action|Adventure|Fantasy
2956,3008,True Romance (1993),Action|Crime|Romance
2957,3009,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy
2958,3010,Sanjuro (1962),Action|Adventure
2959,3011,"Trial, The (Le Procès) (1963)",Drama
2960,3012,"Deer Hunter, The (1978)",Drama|War
2961,3013,I Dreamed of Africa (2000),Drama
2962,3014,Kull the Conqueror (1997),Action|Adventure
2963,3015,Puppet Master (1989),Horror|Sci-Fi|Thriller
2964,3016,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror
2965,3017,Tea with Mussolini (1999),Comedy
2966,3019,Bandit Queen (1994),Drama
2967,3020,Monkey Shines (1988),Horror|Sci-Fi
2968,3021,Naked Gun 33 1/3: The Final Insult (1994),Comedy
2969,3022,"Man with the Golden Gun, The (1974)",Action
2970,3023,Aliens (1986),Action|Sci-Fi|Thriller|War
2971,3024,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
2972,3025,Catwalk (1995),Documentary
2973,3026,Death and the Maiden (1994),Drama|Thriller
2974,3027,"General, The (1998)",Crime
2975,3028,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller
2976,3029,"Cell, The (2000)",Sci-Fi|Thriller
2977,3030,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
2978,3031,Falling in Love Again (1980),Comedy
2979,3032,Knock Off (1998),Action
2980,3033,Sudden Death (1995),Action
2981,3034,Tough Guys (1986),Comedy
2982,3035,Welcome to Woop-Woop (1997),Comedy
2983,3036,Hostile Intentions (1994),Action|Drama|Thriller
2984,3037,Heavyweights (1994),Children's|Comedy
2985,3038,Sunset Strip (2000),Comedy
2986,3039,"Bewegte Mann, Der (1994)",Comedy
2987,3040,Dumbo (1941),Animation|Children's|Musical
2988,3041,Fall (1997),Romance
2989,3042,Best of the Best 3: No Turning Back (1995),Action
2990,3043,For Love of the Game (1999),Comedy|Drama
2991,3044,"Man and a Woman, A (Un Homme et une Femme) (1966)",Drama|Romance
2992,3045,"Son of the Sheik, The (1926)",Adventure
2993,3046,Billy Madison (1995),Comedy
2994,3047,Klute (1971),Drama|Mystery
2995,3048,Child's Play 2 (1990),Horror
2996,3049,Make Mine Music (1946),Animation|Children's|Musical
2997,3050,Kronos (1957),Sci-Fi
2998,3051,Pump Up the Volume (1990),Drama
2999,3052,Jakob the Liar (1999),Drama
3000,3053,Switchback (1997),Thriller
3001,3054,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror
3002,3055,"Horse Whisperer, The (1998)",Drama
3003,3056,"Pelican Brief, The (1993)",Thriller
3004,3057,No Escape (1994),Action|Sci-Fi
3005,3058,Live Nude Girls (1995),Comedy
3006,3059,"Phantom of the Opera, The (1943)",Drama|Thriller
3007,3060,Nightmares (1983),Horror
3008,3061,Dumb & Dumber (1994),Comedy
3009,3062,Red Rock West (1992),Thriller
3010,3063,Home Alone (1990),Children's|Comedy
3011,3064,Mrs. Miniver (1942),Drama|War
3012,3065,"Garcu, Le (1995)",Drama
3013,3066,Mina Tannenbaum (1994),Drama
3014,3067,Foolish (1999),Comedy
3015,3068,"Story of G.I. Joe, The (1945)",War
3016,3069,"Great Ziegfeld, The (1936)",Musical
3017,3070,Falling Down (1993),Action|Drama
3018,3071,Hamlet (1948),Drama
3019,3072,"Farewell to Arms, A (1932)",Romance|War
3020,3073,"Mirror Has Two Faces, The (1996)",Comedy|Romance
3021,3074,Simply Irresistible (1999),Comedy|Romance
3022,3075,"Associate, The (L'Associe)(1982)",Comedy
3023,3076,Celestial Clockwork (1994),Comedy
3024,3077,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's
3025,3078,That Darn Cat! (1997),Children's|Comedy|Mystery
3026,3079,Asfour Stah (1990),Drama
3027,3080,Afterglow (1997),Drama|Romance
3028,3081,Man on the Moon (1999),Comedy|Drama
3029,3082,Apocalypse Now (1979),Drama|War
3030,3083,Maya Lin: A Strong Clear Vision (1994),Documentary
3031,3084,Needful Things (1993),Drama|Horror
3032,3085,Much Ado About Nothing (1993),Comedy|Romance
3033,3086,Airplane II: The Sequel (1982),Comedy
3034,3087,Romance (1999),Drama|Romance
3035,3088,Babe (1995),Children|Comedy|Drama
3036,3089,"Pajama Game, The (1957)",Comedy
3037,3090,Love Jones (1997),Ukjennt
3038,3091,"Happiest Millionaire, The (1967)",Comedy|Musical
3039,3092,Jerry Springer: Ringmaster (1998),Drama
3040,3093,Canadian Bacon (1994),Comedy|War
3041,3094,Menace II Society (1993),Action|Crime|Drama
3042,3095,8 1/2 Women (1999),Comedy
3043,3096,Bulletproof (1996),Action
3044,3097,Hang 'em High (1967),Western
3045,3098,Diner (1982),Comedy|Drama
3046,3099,One Little Indian (1973),Comedy|Drama|Western
3047,3100,Death in Brunswick (1991),Comedy
3048,3101,"Kid, The (2000)",Comedy
3049,3102,Bob Roberts (1992),Comedy
3050,3103,"Young Poisoner's Handbook, The (1995)",Crime
3051,3104,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
3052,3105,Barry Lyndon (1975),Drama
3053,3106,No Mercy (1986),Action|Thriller
3054,3107,"Night at the Roxbury, A (1998)",Comedy
3055,3108,"Godfather, The (1972)",Action|Crime|Drama
3056,3109,"Elephant Man, The (1980)",Drama
3057,3110,Shallow Grave (1994),Thriller
3058,3111,Mouse Hunt (1997),Children's|Comedy
3059,3112,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3060,3113,Inferno (1980),Horror
3061,3114,"Breaks, The (1999)",Drama
3062,3115,Vampires (1998),Horror
3063,3116,"Joyriders, The (1999)",Drama
3064,3117,Monty Python's Life of Brian (1979),Comedy
3065,3118,Vermin (1998),Comedy
3066,3119,Sleepaway Camp (1983),Horror
3067,3120,Rocky (1976),Action|Drama
3068,3121,Friday the 13th: The Final Chapter (1984),Horror
3069,3122,Air Bud: Golden Receiver (1998),Children's|Comedy
3070,3123,"Boy Who Could Fly, The (1986)",Drama|Fantasy
3071,3124,"Flintstones in Viva Rock Vegas, The (2000)",Children's|Comedy
3072,3125,Steel (1997),Action
3073,3126,Soft Fruit (1999),Comedy|Drama
3074,3127,"Killer Shrews, The (1959)",Horror|Sci-Fi
3075,3128,Payback (1999),Action|Thriller
3076,3129,Unstrung Heroes (1995),Comedy|Drama
3077,3130,Local Hero (1983),Comedy
3078,3131,Home Alone 3 (1997),Children's|Comedy
3079,3132,Scary Movie (2000),Comedy|Horror
3080,3134,Autumn Heart (1999),Drama
3081,3135,Sweet Nothing (1995),Drama
3082,3136,Better Living Through Circuitry (1999),Documentary
3083,3137,Last Summer in the Hamptons (1995),Comedy|Drama
3084,3138,"Story of Us, The (1999)",Comedy|Drama
3085,3139,Slaughterhouse 2 (1988),Horror
3086,3140,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama
3087,3141,"Black Sabbath (Tre Volti Della Paura, I) (1963)",Horror
3088,3142,Urban Legends: Final Cut (2000),Horror
3089,3143,G. I. Blues (1960),Musical
3090,3144,Saving Grace (2000),Comedy
3091,3145,M (1931),Crime|Film-Noir|Thriller
3092,3146,Kronos (1973),Horror
3093,3147,Storefront Hitchcock (1997),Drama
3094,3148,Dirty Dancing (1987),Musical|Romance
3095,3149,Son in Law (1993),Comedy
3096,3150,Buddy (1997),Adventure|Children's|Drama
3097,3151,Losing Chase (1996),Drama
3098,3152,Heaven & Earth (1993),Action|Drama|War
3099,3153,Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969),Horror
3100,3154,"Hanging Garden, The (1997)",Drama
3101,3155,Nick of Time (1995),Action|Thriller
3102,3156,Robin Hood: Prince of Thieves (1991),Drama
3103,3157,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama
3104,3158,Topaz (1969),Thriller
3105,3159,"Razor's Edge, The (1984)",Drama
3106,3160,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
3107,3161,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
3108,3162,Pink Flamingos (1972),Comedy
3109,3163,"Thin Man, The (1934)",Mystery
3110,3164,House of Dracula (1945),Horror
3111,3165,"Color Purple, The (1985)",Drama
3112,3166,"Sticky Fingers of Time, The (1997)",Sci-Fi
3113,3167,Butterfly Kiss (1995),Thriller
3114,3168,Dick (1999),Comedy
3115,3169,Clean Slate (1994),Comedy
3116,3170,Indiana Jones and the Last Crusade (1989),Action|Adventure
3117,3171,King Creole (1958),Drama|Musical
3118,3172,Angels and Insects (1995),Drama|Romance
3119,3173,Human Traffic (1999),Drama
3120,3174,Modulations (1998),Documentary
3121,3175,Montana (1998),Action|Comedy|Crime|Drama
3122,3176,Baraka (1992),Documentary
3123,3177,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
3124,3178,"Palm Beach Story, The (1942)",Comedy
3125,3179,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical
3126,3180,Man Facing Southeast (Hombre Mirando al Sudeste) (1986),Drama
3127,3181,Body Parts (1991),Horror
3128,3182,"Ipcress File, The (1965)",Thriller
3129,3183,"Inkwell, The (1994)",Comedy|Drama
3130,3184,"400 Blows, The (Les Quatre cents coups) (1959)",Drama
3131,3185,Legend (1985),Adventure|Fantasy|Romance
3132,3186,"Odessa File, The (1974)",Thriller
3133,3187,Band of the Hand (1986),Action
3134,3188,"Karate Kid III, The (1989)",Action|Adventure|Drama
3135,3189,Chuck & Buck (2000),Comedy|Drama
3136,3190,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
3137,3191,"Last Picture Show, The (1971)",Drama
3138,3192,Back to School (1986),Comedy
3139,3193,Spice World (1997),Comedy|Musical
3140,3194,Irma la Douce (1963),Comedy
3141,3195,Devil Girl From Mars (1954),Sci-Fi
3142,3196,"Client, The (1994)",Drama|Mystery|Thriller
3143,3197,Halfmoon (Paul Bowles - Halbmond) (1995),Drama
3144,3198,Squanto: A Warrior's Tale (1994),Adventure|Drama
3145,3199,"Bloody Child, The (1996)",Drama|Thriller
3146,3200,Howards End (1992),Drama
3147,3201,"Usual Suspects, The (1995)",Crime|Thriller
3148,3202,American Beauty (1999),Comedy|Drama
3149,3203,I Love Trouble (1994),Action|Comedy
3150,3204,"Postino, Il (The Postman) (1994)",Drama|Romance
3151,3205,Three Colors: Blue (1993),Drama
3152,3206,Sgt. Bilko (1996),Comedy
3153,3207,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama
3154,3208,"Bell, Book and Candle (1958)",Comedy|Romance
3155,3209,Without Limits (1998),Drama
3156,3210,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
3157,3211,Bad Taste (1987),Comedy|Horror
3158,3212,Naked in New York (1994),Comedy|Romance
3159,3213,Open Season (1996),Comedy
3160,3214,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
3161,3215,Moonraker (1979),Action|Romance|Sci-Fi
3162,3217,Grumpy Old Men (1993),Comedy
3163,3218,Poison Ivy: New Seduction (1997),Thriller
3164,3219,Dave (1993),Comedy|Romance
3165,3220,Home Fries (1998),Comedy|Romance
3166,3221,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller
3167,3222,St. Elmo's Fire (1985),Drama|Romance
3168,3223,My Crazy Life (Mi vida loca) (1993),Drama
3169,3224,Waking Ned Devine (1998),Comedy
3170,3225,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation
3171,3226,Chinese Box (1997),Drama|Romance
3172,3227,"Waterboy, The (1998)",Comedy
3173,3228,Home Alone 2: Lost in New York (1992),Children's|Comedy
3174,3229,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War
3175,3230,Thomas and the Magic Railroad (2000),Children's
3176,3231,Crocodile Dundee II (1988),Adventure|Comedy
3177,3232,Congo (1995),Action|Adventure|Mystery|Sci-Fi
3178,3233,Dog Park (1998),Comedy|Romance
3179,3234,Natural Born Killers (1994),Action|Thriller
3180,3235,Something to Talk About (1995),Comedy|Drama|Romance
3181,3236,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
3182,3237,"Kindred, The (1986)",Horror
3183,3238,"Empty Mirror, The (1999)",Drama
3184,3239,Being John Malkovich (1999),Comedy
3185,3240,"Shawshank Redemption, The (1994)",Drama
3186,3241,What Lies Beneath (2000),Thriller
3187,3242,Analyze This (1999),Comedy
3188,3243,It Came from Hollywood (1982),Comedy|Documentary
3189,3244,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror
3190,3245,"Baby, The (1973)",Horror
3191,3246,"Saint of Fort Washington, The (1993)",Drama
3192,3247,"Search for One-eye Jimmy, The (1996)",Comedy
3193,3248,Easy Rider (1969),Adventure|Drama
3194,3249,Any Given Sunday (1999),Drama
3195,3250,Freaky Friday (1977),Children's|Comedy
3196,3251,"Uninvited Guest, An (2000)",Drama
3197,3252,Affliction (1997),Drama
3198,3253,"Man Who Knew Too Much, The (1934)",Thriller
3199,3254,On the Ropes (1999),Documentary
3200,3255,Tales from the Darkside: The Movie (1990),Horror
3201,3256,Fandango (1985),Comedy
3202,3257,Better Off Dead... (1985),Comedy
3203,3258,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary
3204,3259,"Naked Man, The (1998)",Drama
3205,3260,And Now for Something Completely Different (1971),Comedy
3206,3261,"Birds, The (1963)",Horror
3207,3262,True Crime (1999),Crime|Thriller
3208,3263,Three to Tango (1999),Comedy|Romance
3209,3264,Rollercoaster (1977),Drama|Thriller
3210,3265,Jesus' Son (1999),Drama
3211,3266,About Last Night... (1986),Comedy|Drama|Romance
3212,3267,"American President, The (1995)",Comedy|Drama|Romance
3213,3268,"Sting, The (1973)",Comedy|Crime
3214,3269,Angel on My Shoulder (1946),Crime|Drama
3215,3270,Little Shop of Horrors (1986),Comedy|Horror|Musical
3216,3271,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
3217,3272,"Way We Were, The (1973)",Drama
3218,3273,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical
3219,3274,Waterworld (1995),Action|Adventure
3220,3275,Damien: Omen II (1978),Horror
3221,3276,Limelight (1952),Drama
3222,3277,Crossfire (1947),Crime|Film-Noir
3223,3278,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
3224,3279,"Prince of Central Park, The (1999)",Drama
3225,3280,Terror in a Texas Town (1958),Western
3226,3281,"Waiting Game, The (2000)",Comedy
3227,3282,Naturally Native (1998),Drama
3228,3283,Ferris Bueller's Day Off (1986),Comedy
3229,3284,Sleepwalkers (1992),Horror
3230,3285,"Rich Man's Wife, The (1996)",Thriller
3231,3286,Fantastic Voyage (1966),Adventure|Sci-Fi
3232,3287,"Pawnbroker, The (1965)",Drama
3233,3288,"Girl, Interrupted (1999)",Drama
3234,3289,Three Amigos! (1986),Comedy|Western
3235,3290,"Bat Whispers, The (1930)",Crime|Drama|Mystery
3236,3291,Soapdish (1991),Comedy
3237,3292,Cronos (1992),Horror
3238,3293,To Live (Huozhe) (1994),Drama
3239,3294,Seven Days in May (1964),Thriller
3240,3295,Operation Condor 2 (Longxiong hudi) (1990),Action|Adventure|Comedy
3241,3296,Absolute Power (1997),Mystery|Thriller
3242,3297,Hype! (1996),Documentary
3243,3298,"War at Home, The (1996)",Drama
3244,3299,Homegrown (1998),Comedy|Thriller
3245,3300,One Magic Christmas (1985),Drama|Fantasy
3246,3301,Phantasm (1979),Horror|Sci-Fi
3247,3302,Country (1984),Drama
3248,3303,Days of Heaven (1978),Drama
3249,3304,Firewalker (1986),Adventure
3250,3305,Requiem for a Dream (2000),Drama
3251,3306,Committed (2000),Comedy|Drama
3252,3307,"Last Time I Saw Paris, The (1954)",Drama
3253,3308,If Lucy Fell (1996),Comedy|Romance
3254,3309,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
3255,3310,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure
3256,3311,Summer of Sam (1999),Drama
3257,3312,"English Patient, The (1996)",Drama|Romance|War
3258,3313,"Towering Inferno, The (1974)",Action|Drama
3259,3314,Gumby: The Movie (1995),Animation|Children
3260,3315,Friends & Lovers (1999),Comedy|Drama|Romance
3261,3316,Ayn Rand: A Sense of Life (1997),Documentary
3262,3317,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
3263,3318,Madame Butterfly (1995),Musical
3264,3319,Annie Hall (1977),Comedy|Romance
3265,3320,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi
3266,3321,Titan A.E. (2000),Adventure|Animation|Sci-Fi
3267,3322,Caught Up (1998),Crime
3268,3323,Ridicule (1996),Drama
3269,3324,Hellbound: Hellraiser II (1988),Horror
3270,3325,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy
3271,3326,Tashunga (1995),Adventure|Western
3272,3327,"Thomas Crown Affair, The (1999)",Action|Thriller
3273,3328,Guardian Angel (1994),Action|Drama|Thriller
3274,3329,Soul Food (1997),Drama
3275,3330,Marty (1955),Drama|Romance
3276,3331,My Own Private Idaho (1991),Drama
3277,3332,101 Dalmatians (1996),Children|Comedy
3278,3333,"Family Thing, A (1996)",Comedy|Drama
3279,3334,Happy Go Lovely (1951),Musical
3280,3335,For All Mankind (1989),Documentary
3281,3336,Raw Deal (1948),Film-Noir
3282,3337,American Pie (1999),Comedy
3283,3338,Poetic Justice (1993),Drama
3284,3339,"Bad Seed, The (1956)",Drama|Thriller
3285,3340,Bittersweet Motel (2000),Documentary
3286,3341,"Allnighter, The (1987)",Comedy|Romance
3287,3342,Asylum (1972),Horror
3288,3343,Harlem (1993),Drama
3289,3344,Fantasia 2000 (1999),Animation|Children|Musical
3290,3345,"Fog, The (1980)",Horror
3291,3346,White Sands (1992),Drama|Thriller
3292,3347,Gentleman's Agreement (1947),Drama
3293,3348,Gung Ho (1986),Comedy|Drama
3294,3349,"Hidden, The (1987)",Action|Horror|Sci-Fi
3295,3350,"Grandview, U.S.A. (1984)",Drama
3296,3351,"Butcher Boy, The (1998)",Drama
3297,3352,Purple Noon (1960),Crime|Thriller
3298,3353,Critical Care (1997),Comedy
3299,3354,Rosie (1998),Drama
3300,3355,East is East (1999),Comedy
3301,3356,Palmetto (1998),Film-Noir|Mystery|Thriller
3302,3357,Prefontaine (1997),Drama
3303,3358,There's Something About Mary (1998),Comedy
3304,3359,Splendor (1999),Comedy
3305,3360,"Truman Show, The (1998)",Drama
3306,3362,Eyes of Laura Mars (1978),Mystery|Thriller
3307,3364,"Prince of Egypt, The (1998)",Animation|Musical
3308,3365,"Myth of Fingerprints, The (1997)",Comedy|Drama
3309,3366,Patch Adams (1998),Comedy|Drama
3310,3367,Marked for Death (1990),Action|Drama
3311,3368,Trans (1998),Drama
3312,3370,Dying Young (1991),Drama|Romance
3313,3371,Deep Rising (1998),Action|Horror|Sci-Fi
3314,3372,Regret to Inform (1998),Documentary
3315,3373,Two or Three Things I Know About Her (1966),Drama
3316,3374,"Preacher's Wife, The (1996)",Drama
3317,3375,Withnail and I (1987),Comedy
3318,3376,Milk Money (1994),Comedy|Romance
3319,3377,"Mummy's Hand, The (1940)",Horror
3320,3378,Love in the Afternoon (1957),Comedy|Romance
3321,3379,Soul Man (1986),Comedy
3322,3380,"Quarry, The (1998)",Drama
3323,3381,Austin Powers: The Spy Who Shagged Me (1999),Comedy
3324,3382,Blackmail (1929),Thriller
3325,3383,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children's
3326,3384,Nina Takes a Lover (1994),Comedy|Romance
3327,3385,"Separation, The (La Séparation) (1994)",Drama
3328,3386,Dunston Checks In (1996),Children|Comedy
3329,3387,Breakfast at Tiffany's (1961),Drama|Romance
3330,3388,Halloween II (1981),Horror
3331,3389,Nurse Betty (2000),Comedy|Thriller
3332,3390,Liar Liar (1997),Comedy
3333,3391,Red Sorghum (Hong Gao Liang) (1987),Drama|War
3334,3392,Final Destination (2000),Drama|Thriller
3335,3393,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
3336,3394,"Iron Giant, The (1999)",Animation|Children
3337,3395,Gossip (2000),Drama|Thriller
3338,3396,"Devil and Max Devlin, The (1981)",Comedy
3339,3397,Limbo (1999),Drama
3340,3398,Hilary and Jackie (1998),Drama
3341,3400,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
3342,3401,Howling II: Your Sister Is a Werewolf (1985),Horror
3343,3402,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
3344,3403,All That Jazz (1979),Musical
3345,3404,"Low Down Dirty Shame, A (1994)",Action|Comedy
3346,3405,Bananas (1971),Comedy|War
3347,3406,Two Deaths (1995),Drama
3348,3407,"Grand Day Out, A (1992)",Animation|Comedy
3349,3408,One Fine Day (1996),Drama|Romance
3350,3409,Anatomy of a Murder (1959),Drama|Mystery
3351,3410,Violets Are Blue... (1986),Drama|Romance
3352,3411,"Source, The (1999)",Documentary
3353,3412,Blink (1994),Thriller
3354,3413,Mystery Train (1989),Comedy|Crime|Drama
3355,3414,Year of Living Dangerously (1982),Drama|Romance
3356,3415,Ready to Rumble (2000),Comedy
3357,3416,Jimmy Hollywood (1994),Comedy
3358,3417,Pumpkinhead (1988),Horror
3359,3419,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance
3360,3420,James and the Giant Peach (1996),Animation|Children's|Musical
3361,3421,Re-Animator (1985),Horror
3362,3422,"Full Monty, The (1997)",Comedy
3363,3423,Second Best (1994),Drama
3364,3424,Angela's Ashes (1999),Drama
3365,3425,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi
3366,3426,Small Time Crooks (2000),Comedy
3367,3427,Zero Effect (1998),Comedy|Thriller
3368,3428,Simon Sez (1999),Drama
3369,3429,"Misérables, Les (1998)",Drama
3370,3430,Waltzes from Vienna (1933),Comedy|Musical
3371,3431,"Women, The (1939)",Comedy
3372,3432,Caligula (1980),Drama
3373,3433,High School High (1996),Comedy
3374,3434,"Best Years of Our Lives, The (1946)",Drama|War
3375,3435,Wild Things (1998),Crime|Drama|Mystery|Thriller
3376,3436,"Mummy's Tomb, The (1942)",Horror
3377,3437,Cross of Iron (1977),War
3378,3438,"Addiction, The (1995)",Horror
3379,3439,Even Cowgirls Get the Blues (1993),Comedy|Romance
3380,3440,Suicide Kings (1997),Crime|Drama
3381,3441,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
3382,3442,Cutter's Way (1981),Drama|Thriller
3383,3443,Dream With the Fishes (1997),Drama
3384,3444,Murder! (1930),Mystery|Thriller
3385,3445,Pal Joey (1957),Comedy|Musical|Romance
3386,3446,"Big Kahuna, The (2000)",Comedy|Drama
3387,3447,Pokémon the Movie 2000 (2000),Animation|Children's
3388,3448,"Scout, The (1994)",Drama
3389,3449,Your Friends and Neighbors (1998),Drama
3390,3450,Michael Collins (1996),Drama|War
3391,3451,Oliver & Company (1988),Animation|Children's
3392,3452,Deuce Bigalow: Male Gigolo (1999),Comedy
3393,3453,On Any Sunday (1971),Documentary
3394,3454,Mafia! (1998),Comedy|Crime
3395,3455,Antz (1998),Animation|Children's
3396,3456,"Ninth Gate, The (2000)",Thriller
3397,3457,"Spitfire Grill, The (1996)",Drama
3398,3458,Beneath the Planet of the Apes (1970),Action|Sci-Fi
3399,3459,Mona Lisa (1986),Comedy|Thriller
3400,3460,"Birdcage, The (1996)",Comedy
3401,3461,Frisk (1995),Drama
3402,3462,Cyclo (1995),Crime|Drama
3403,3463,Mother (1996),Comedy
3404,3464,It Could Happen to You (1994),Drama|Romance
3405,3465,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance
3406,3466,Prancer (1989),Children's|Drama
3407,3467,"Winslow Boy, The (1998)",Drama
3408,3468,Dear Jesse (1997),Documentary
3409,3469,"Devil Rides Out, The (1968)",Horror
3410,3470,Dark City (1998),Film-Noir|Sci-Fi|Thriller
3411,3471,"Paris, Texas (1984)",Drama
3412,3472,Bandits (1997),Drama
3413,3473,Newsies (1992),Children's|Musical
3414,3474,Now and Then (1995),Drama
3415,3475,Quatermass II (1957),Sci-Fi|Thriller
3416,3476,"Perfect Storm, The (2000)",Action|Adventure|Thriller
3417,3477,Return to Me (2000),Drama|Romance
3418,3478,Mass Transit (1998),Comedy|Drama
3419,3479,Joe the King (1999),Crime|Drama
3420,3480,City Hall (1996),Drama|Thriller
3421,3481,House II: The Second Story (1987),Comedy|Horror
3422,3482,Born American (1986),Action|Drama|Thriller
3423,3483,Nothing to Lose (1994),Drama
3424,3484,Blood Simple (1984),Drama|Film-Noir
3425,3485,Tinseltown (1998),Comedy
3426,3486,"Sandpiper, The (1965)",Drama|Romance
3427,3487,"Colonel Chabert, Le (1994)",Drama|Romance|War
3428,3488,Mr. Wonderful (1993),Comedy|Romance
3429,3489,"Addams Family, The (1991)",Comedy
3430,3490,Bronco Billy (1980),Adventure|Drama|Romance
3431,3491,"Mosquito Coast, The (1986)",Drama
3432,3492,"Falcon and the Snowman, The (1984)",Drama
3433,3493,Autumn Sonata (Höstsonaten ) (1978),Drama
3434,3494,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi
3435,3495,Jean de Florette (1986),Drama
3436,3496,Highlander: Endgame (2000),Action|Adventure|Fantasy
3437,3497,"Bamba, La (1987)",Drama
3438,3498,"Glimmer Man, The (1996)",Action|Thriller
3439,3499,Go Fish (1994),Drama|Romance
3440,3500,Robocop 3 (1993),Sci-Fi|Thriller
3441,3501,Jennifer 8 (1992),Thriller
3442,3502,Cat's Eye (1985),Horror
3443,3503,Reality Bites (1994),Comedy|Drama
3444,3504,Dangerous Beauty (1998),Drama
3445,3505,Boomerang (1992),Comedy|Romance
3446,3506,Underground (1995),War
3447,3507,Harry and the Hendersons (1987),Comedy
3448,3508,Little City (1998),Comedy|Romance
3449,3509,Sleeping Beauty (1959),Animation|Children|Musical
3450,3510,Blame It on Rio (1984),Comedy|Romance
3451,3511,Feeling Minnesota (1996),Drama|Romance
3452,3512,Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary
3453,3513,My Family (1995),Drama
3454,3514,"Third Miracle, The (1999)",Drama
3455,3515,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama
3456,3516,Jungle Fever (1991),Drama|Romance
3457,3517,"Actor's Revenge, An (Yukinojo Henge) (1963)",Drama
3458,3518,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
3459,3519,Another Stakeout (1993),Comedy|Thriller
3460,3520,Othello (1952),Drama
3461,3521,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
